part_number,name_he,name_en,description,manufacturer,category,barcode,price,cost,currency,vat_included,stock_qty,min_stock,location,weight_kg,dimensions,warranty_months,side,part_type,image_url,notes,is_active,cross_refs,fitments
OC 1566,מסנן שמן 3,,,MAHLE,מסננים,,8.29,,EUR,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3::
OC 295,מסנן שמן OCTAVIA,,,MAHLE,מסננים,,7.29,,EUR,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
W 712/95,מסנן שמן OCTAVIA,,,MANN-FILTER,מסננים,,9.59,,EUR,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
W 719/30,מסנן שמן OCTAVIA,,,MANN-FILTER,מסננים,,10.49,,EUR,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
W 75/3,מסנן שמן QASHQAI,,,MANN-FILTER,מסננים,,7.29,,EUR,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,ניסאן:QASHQAI::
W 79,מסנן שמן QASHQAI,,,MANN-FILTER,מסננים,,7.99,,EUR,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,ניסאן:QASHQAI::
OC 976,מסנן שמן CLIO,,,MAHLE,מסננים,,7.29,,EUR,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,רנו:CLIO::
C 29 110,מסנן אוויר 5008,,,MANN-FILTER,מסננים,,16.49,,EUR,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:5008::
LX 804/S,מסנן אוויר 5008,,,MAHLE,מסננים,,26.49,,EUR,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:5008::
LX 2059,מסנן אוויר 5008,,,MAHLE,מסננים,,19.99,,EUR,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:5008::
LX 735,מסנן אוויר COROLLA,,,MAHLE,מסננים,,10.99,,EUR,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::
LX 684,מסנן אוויר COROLLA,,,MAHLE,מסננים,,11.99,,EUR,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::
LX 572,מסנן אוויר COROLLA,,,MAHLE,מסננים,,9.59,,EUR,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::
FP 2939/1,מסנן מזגן OCTAVIA,,,MANN-FILTER,מסננים,,16.49,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
FP 2939,מסנן מזגן OCTAVIA,,,MANN-FILTER,מסננים,,18.49,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
LAK 181,מסנן מזגן OCTAVIA,,,MAHLE,מסננים,,13.49,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
LAO 490,מסנן מזגן COROLLA,,,MAHLE,מסננים,,23.99,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::
DCF387K,מסנן מזגן COROLLA,,,DENSO,מסננים,,16.99,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:87139-YZZ34:Toyota,טויוטה:COROLLA::; טויוטה:RAV4:2018:2026; טויוטה:C-HR:2016:2026
DCF469P,מסנן מזגן COROLLA,,,DENSO,מסננים,,6.29,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:87139YZZ07:Toyota,טויוטה:COROLLA::
FP 22 032,מסנן מזגן COROLLA,,,MANN-FILTER,מסננים,,35.49,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::; טויוטה:C-HR:2016:2026
FP 1919,מסנן מזגן COROLLA,,,MANN-FILTER,מסננים,,15.99,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::
0 986 628 572,מסנן מזגן i20,,,BOSCH,מסננים,,19.99,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i20::
LAK 129,מסנן מזגן i20,,,MAHLE,מסננים,,19.49,,EUR,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i20::
GDB2193,רפידות בלם קדמיות 5008,,,TRW,בלמים,,58.49,,EUR,1,,,,,,,,brake_pads_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:5008:2016:2026
3 397 014 490,מגב COROLLA,,,BOSCH,מגבים,,22.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::
3 397 007 570,מגב COROLLA,,,BOSCH,מגבים,,24.49,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::
3 397 118 911,מגב COROLLA / 3,,,BOSCH,מגבים,,24.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::; מאזדה:MAZDA 3::
578519,מגב 5008,,,VALEO,מגבים,,16.49,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:5008::
AD26FL660,מגב 5008,,,BLUE PRINT,מגבים,,11.49,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:26FL660:,פיג'ו:5008::
3 397 007 501,מגב 5008,,,BOSCH,מגבים,,31.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:5008::
119457,מגב 5008,,,SWF,מגבים,,35.49,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:5008::
119272,מגב OCTAVIA,,,SWF,מגבים,,20.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
3 397 118 405,מגב OCTAVIA,,,BOSCH,מגבים,,14.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
2800011100280,מגב OCTAVIA,,,Continental,מגבים,,61.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
3 397 118 560,מגב SPORTAGE,,,BOSCH,מגבים,,15.49,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE::
3 397 010 413,מגב SPORTAGE / i20,,,BOSCH,מגבים,,17.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE::; יונדאי:i20::
3 397 118 907,מגב SPORTAGE,,,BOSCH,מגבים,,26.49,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE::
3 397 118 304,מגב i20,,,BOSCH,מגבים,,16.49,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i20::
3 397 014 158,מגב i20,,,BOSCH,מגבים,,23.49,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i20::
3 397 014 421,מגב 3,,,BOSCH,מגבים,,22.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3::
3 397 118 402,מגב 3,,,BOSCH,מגבים,,15.99,,EUR,1,,,,,,,,wiper_blade,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3::
KC 18,מסנן דלק COROLLA,,,MAHLE,מסננים,,7.29,,EUR,1,,,,,,,,fuel_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA::
PP 905,מסנן דלק OCTAVIA,,,FILTRON,מסננים,,7.29,,EUR,1,,,,,,,,fuel_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA::
ADV182118,מסנן שמן GOLF,,,BLUE PRINT,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:04E 115 561 H:VW,פולקסווגן:GOLF:2012:2017
108330,מסנן שמן GOLF,,,FEBI BILSTEIN,מסננים,,8.29,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:04E 115 561 H:VW,פולקסווגן:GOLF:2012:2017
OC 977/1,מסנן שמן GOLF,,,MAHLE,מסננים,,12.49,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פולקסווגן:GOLF:2012:2017
715720,מסנן מזגן GOLF,,,VALEO,מסננים,,12.49,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פולקסווגן:GOLF:2012:2017
701020,מסנן מזגן GOLF,,,VALEO,מסננים,,11.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פולקסווגן:GOLF:2012:2017
SKIF-0170385,מסנן מזגן GOLF,,,STARK,מסננים,,6.29,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פולקסווגן:GOLF:2012:2017
FO-410S,מסנן שמן CIVIC,,,JAPANPARTS,מסננים,,6.99,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:15400-PH1-F04:Honda,הונדה:CIVIC:2016:2022
OC 617,מסנן שמן CIVIC,,,MAHLE,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,הונדה:CIVIC:2016:2022
W 610/6,מסנן שמן CIVIC,,,MANN-FILTER,מסננים,,10.49,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,הונדה:CIVIC:2016:2022
50013109/3,מסנן שמן OUTLANDER,,,KOLBENSCHMIDT,מסננים,,3.29,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מיצובישי:OUTLANDER:2012:2021
LA 424,מסנן מזגן OUTLANDER,,,MAHLE,מסננים,,12.49,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מיצובישי:OUTLANDER:2012:2021
LAK 436,מסנן מזגן OUTLANDER,,,MAHLE,מסננים,,15.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מיצובישי:OUTLANDER:2012:2021
DCF466P,מסנן מזגן SWIFT,,,DENSO,מסננים,,7.59,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:95860-62J00:Suzuki,סוזוקי:SWIFT:2010:2017
CUK 2040,מסנן מזגן SWIFT,,,MANN-FILTER,מסננים,,,,,,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:95861-71L00:Suzuki,סוזוקי:SWIFT:2010:2017
CU 2040,מסנן מזגן SWIFT,,,MANN-FILTER,מסננים,,,,,,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:95861-71L00:Suzuki,סוזוקי:SWIFT:2010:2017
QFL0417,מסנן שמן RAV4,,,QUINTON HAZELL,מסננים,,6.59,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
26-2139,מסנן שמן RAV4,,,MAXGEAR,מסננים,,7.59,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
DCF386P,מסנן מזגן RAV4,,,DENSO,מסננים,,8.29,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:87139-YZZ33:Toyota,טויוטה:RAV4:2018:2026; טויוטה:C-HR:2016:2026
6080085,מסנן מזגן RAV4,,,KAMOKA,מסננים,,11.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
COF100110S,מסנן שמן SPORTAGE,,,CHAMPION,מסננים,,4.29,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
23.583.00,מסנן שמן SPORTAGE,,,UFI,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
OE 666/3,מסנן שמן QASHQAI,,,FILTRON,מסננים,,7.59,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,ניסאן:QASHQAI:2013:2021
18685,מסנן אוויר TUCSON,,,MEAT & DORIA,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:28113-D3300:Hyundai,יונדאי:TUCSON:2016:2020
153071762521,מסנן אוויר TUCSON,,,MAGNETI MARELLI,מסננים,,15.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:TUCSON:2016:2020
CA12065,מסנן אוויר TUCSON,,,FRAM,מסננים,,19.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:TUCSON:2016:2020
CU 24 009,מסנן מזגן MAZDA 3,,,MANN-FILTER,מסננים,,14.49,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019
09.9772.11,"דיסק בלם קדמי OCTAVIA 312 מ""מ",,,BREMBO,בלמים,,57.49,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA:2013:2020
09.9145.11,"דיסק בלם קדמי OCTAVIA 288 מ""מ",,,BREMBO,בלמים,,45.99,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA:2013:2020
0 986 479 058,"דיסק בלם קדמי OCTAVIA 312 מ""מ",,,BOSCH,בלמים,,51.99,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA:2013:2020
VKMC 01279-1,ערכת רצועת טיימינג עם משאבת מים OCTAVIA,,,SKF,מנוע,,123.99,,GBP,1,,,,,,,,timing_belt,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:04L 109 243 D:Skoda,סקודה:OCTAVIA:2017:2020
VKMC 01279,ערכת רצועת טיימינג עם משאבת מים OCTAVIA,,,SKF,מנוע,,178.99,,GBP,1,,,,,,,,timing_belt,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:04L 109 243 D:Skoda,סקודה:OCTAVIA:2017:2020
VKMC 01278,ערכת רצועת טיימינג עם משאבת מים OCTAVIA,,,SKF,מנוע,,166.99,,GBP,1,,,,,,,,timing_belt,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:04L 109 243 G:Skoda,סקודה:OCTAVIA:2013:2020
7100053,מצת COROLLA,,,KAMOKA,הצתה,,11.99,,GBP,1,,,,,,,,spark_plug,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:90919-01253:Toyota,טויוטה:COROLLA:2013:2019
